"Index","Room","Ren","DT","TM","S1_L","S2_L","S3_L","S1_T","S2_T","S3_T","FN"
1300,"311","Old",38,2,1,1,1,23.35,24.825,24.436,1198
1301,"111","New",10,4,1,1,1,21.03,23.129,20.847,1139
1302,"311","Old",12,2,1,1,1,24.002,23.89,25.07,1156
1303,"311","Old",31,1,1,1,1,21.742,24.602,23,1104
1304,"311","Old",53,4,1,1,1,22.348,25.15,24.125,1104
1305,"111","New",31,8,0,0,1,20.387,20.119,21.661,1093
1306,"211","New",19,13,1,1,1,19.875,22.112,19.961,1069
1307,"111","New",31,1,0,0,1,19.905,23.309,24.081,1114
1308,"111","New",10,8,0,0,1,20.957,20.518,23.843,1148
1309,"311","Old",39,10,1,1,1,23.608,21.309,20.256,1107
1310,"211","New",51,6,0,0,1,23.358,23.153,22.458,1184
1311,"111","New",40,11,1,1,1,19.332,26.572,26.675,1084
1312,"211","New",45,8,0,0,1,21.913,24.358,23.352,1095
1313,"211","New",25,22,1,1,1,23.655,23.681,20.722,1147
1314,"211","New",36,20,0,0,1,19.931,24.215,22.709,1071
1315,"311","Old",9,1,0,0,1,20.235,22.533,25.592,1022
1316,"111","New",3,24,0,0,1,21.853,21.44,24.993,1116
1317,"211","New",43,16,0,0,1,21.292,22.724,19.223,1086
1318,"111","New",56,13,0,0,1,18.516,21.176,19.423,1107
1319,"111","New",35,5,0,0,1,17.754,23.528,24.174,1051
1320,"211","New",53,3,0,0,1,25.771,23.374,22.127,1108
1321,"111","New",3,1,0,0,1,23.789,23.472,25.859,1089
1322,"111","New",18,6,1,1,1,23.239,22.033,22.586,1091
1323,"311","Old",45,19,0,0,1,24.819,20.259,24.103,1045
1324,"311","Old",34,5,0,0,1,24.704,26.492,23.808,1123
1325,"111","New",31,7,0,0,1,22.477,17.689,23.053,1087
1326,"211","New",28,9,1,1,1,22.44,24.235,21.18,1055
1327,"111","New",55,1,1,1,1,22.294,22.302,24.565,1070
1328,"311","Old",1,19,0,0,1,23.835,21.788,25.096,1132
1329,"311","Old",17,9,1,1,1,21.64,19.071,24.856,1085
1330,"211","New",16,24,1,1,1,24.316,26.182,21.03,1091
1331,"211","New",16,15,1,1,1,20.006,18.9,22.109,1112
1332,"211","New",16,17,0,0,1,20.318,21.323,24.011,1096
1333,"111","New",39,2,1,1,1,18.668,21.712,27.237,1110
1334,"111","New",28,16,1,1,1,24.925,23.498,24.705,1105
1335,"111","New",51,17,0,0,1,23.937,20.39,21.502,1083
1336,"311","Old",44,9,1,1,1,22.836,24.242,25.427,1059
1337,"211","New",30,9,0,0,1,23.758,22.08,26.581,1081
1338,"211","New",10,6,0,0,1,25.276,20.902,22.574,1014
1339,"111","New",49,10,1,1,1,19.838,22.51,24.217,1061
1340,"311","Old",3,9,0,0,1,22.879,24.641,22.284,1063
1341,"111","New",54,20,1,1,1,22.194,22.668,22.861,1078
1342,"311","Old",16,5,1,1,1,19.668,19.799,25.841,1112
1343,"211","New",6,14,1,1,1,18.252,24.665,22.079,1070
1344,"311","Old",19,4,1,1,1,22.764,19.076,21.851,1081
1345,"311","Old",30,16,0,0,1,27.712,25.249,22.713,1061
1346,"311","Old",11,12,0,0,1,25.463,24.189,21.186,1153
1347,"311","Old",23,4,0,0,1,18.714,24.092,24.531,1082
1348,"111","New",52,11,1,1,1,22.329,20.415,24.103,1144
1349,"211","New",56,10,1,1,1,23.383,23.204,25.983,1041
1350,"311","Old",48,1,1,1,1,20.804,20.902,20.95,1074
1351,"211","New",36,12,1,1,1,24.002,24.99,20.276,1137
1352,"211","New",54,12,1,1,1,20.944,24.702,24.786,1089
1353,"211","New",50,6,1,1,1,22.355,22.575,24.409,1147
1354,"211","New",23,24,1,1,1,23.812,20.872,25.735,1128
1355,"211","New",49,1,1,1,1,21.999,23.853,21.404,1074
1356,"311","Old",37,9,1,1,1,24.089,23.246,23.628,1121
1357,"211","New",58,8,0,0,1,17.63,21.953,21.613,1087
1358,"111","New",14,22,0,0,1,20.136,25.126,22.278,1104
1359,"211","New",34,17,0,0,1,25.576,22.352,20.731,1100
1360,"211","New",29,16,0,0,1,26.478,22.693,25.283,1070
1361,"311","Old",34,16,0,0,1,23.571,20.471,22.406,1135
1362,"211","New",20,1,1,1,1,22.464,22.593,24.045,1092
1363,"311","Old",17,8,1,1,1,24.991,21.951,24.724,1098
1364,"111","New",25,23,0,0,1,23.202,21.862,24.288,1080
1365,"211","New",59,22,0,0,1,25.257,23.077,28.03,1132
1366,"111","New",35,16,1,1,1,20.486,23.172,23.776,1095
1367,"311","Old",58,9,0,0,1,18.929,23.327,24.972,1107
1368,"211","New",49,5,1,1,1,21.372,23.316,21.28,1129
1369,"311","Old",48,13,1,1,1,19.981,23.664,20.449,1095
1370,"111","New",47,12,0,0,1,20.888,19.849,25.153,1117
1371,"311","Old",34,6,0,0,1,25.01,23.464,18.854,1110
1372,"211","New",41,8,1,1,1,22.513,17.167,22.778,1106
1373,"211","New",16,22,1,1,1,24.837,21.53,22.785,1113
1374,"211","New",45,7,0,0,1,23.171,26.455,21.446,1101
1375,"311","Old",34,17,0,0,1,21.108,21.246,22.779,1064
1376,"111","New",9,23,1,1,1,22.847,22.582,23.401,1069
1377,"311","Old",60,20,0,0,1,25.603,23.317,24.26,1081
1378,"211","New",46,11,0,0,1,22.29,23.32,24.149,1117
1379,"311","Old",16,17,1,1,1,24.571,24.006,24.878,1053
1380,"211","New",45,2,0,0,1,25.768,23.948,19.583,1126
1381,"211","New",25,13,1,1,1,21.072,22.871,23.979,1148
1382,"311","Old",15,23,0,0,1,25.117,22.093,22.844,1128
1383,"311","Old",10,21,1,1,1,20.658,24.31,23.534,1056
1384,"311","Old",9,8,1,1,1,21.809,26.194,21.731,1060
1385,"111","New",14,5,0,0,1,21.726,19.833,22.435,1147
1386,"211","New",11,9,1,1,1,23.151,23.306,21.058,1110
1387,"111","New",1,7,0,0,1,21.643,19.41,21.463,1037
1388,"211","New",56,9,1,1,1,23.169,21.407,21.54,1117
1389,"311","Old",22,1,0,0,1,23.327,23.636,23.447,1079
1390,"111","New",57,8,0,0,1,22.398,19.65,21.292,1081
1391,"211","New",52,24,1,1,1,21.586,21.032,20.394,1074
1392,"111","New",29,11,0,0,1,22.422,19.922,20.86,1145
1393,"211","New",5,8,1,1,1,24.042,22.999,22.63,1122
1394,"211","New",50,11,0,0,1,22.703,23.967,26.937,1041
1395,"211","New",3,12,1,1,1,22.324,24.671,22.855,1075
1396,"211","New",21,3,1,1,1,23.587,23.085,26.037,1096
1397,"111","New",52,7,1,1,1,19.157,20.63,25.523,1147
1398,"111","New",15,17,1,1,1,18.741,21.952,26.227,1078
1399,"211","New",18,7,0,0,1,20.375,23.024,23.707,1184
1400,"211","New",51,2,0,0,1,22.531,20.914,22.427,1138
1401,"311","Old",47,15,0,0,1,24.41,21.79,21.82,1069
1402,"111","New",59,6,0,0,1,22.713,21.596,22.872,1056
1403,"111","New",23,5,0,0,1,22.658,21.13,22.442,1090
1404,"211","New",38,8,0,0,1,23.546,22.439,21.339,1060
1405,"211","New",57,4,1,1,1,23.126,24.629,22.84,1078
1406,"111","New",11,6,1,1,1,24.106,20.963,23.961,1061
1407,"111","New",25,6,0,0,1,21.274,23.479,20.634,1074
1408,"211","New",55,16,1,1,1,22.86,24.542,25.436,1102
1409,"211","New",13,6,1,1,1,22.342,24.932,22.717,1100
1410,"111","New",58,5,1,1,1,20.192,21.971,23.855,1150
1411,"311","Old",10,19,0,0,1,24.301,24.817,26.765,1109
1412,"211","New",31,13,0,0,1,20.194,22.477,23.448,1098
1413,"111","New",53,21,1,1,1,22.38,19.843,24.212,1122
1414,"111","New",26,14,1,1,1,16.72,20.564,23.932,1092
1415,"311","Old",13,24,1,1,1,23.404,24.072,25.478,1141
1416,"211","New",8,6,0,0,1,22.819,22.424,19.886,1083
1417,"311","Old",8,20,0,0,1,23.804,22.621,21.48,1092
1418,"111","New",41,9,1,1,1,17.112,22.7,24.528,1161
1419,"311","Old",49,16,1,1,1,22.142,25.358,25.707,1099
1420,"211","New",29,3,0,0,1,23.234,26.126,21.136,1122
1421,"211","New",6,13,0,0,1,23.308,20.958,22.697,1091
1422,"111","New",2,21,1,1,1,22.245,17.378,22.174,1065
1423,"211","New",22,12,0,0,1,21.359,23.734,23.156,1088
1424,"111","New",59,19,0,0,1,19.9,24.837,21.516,1045
1425,"111","New",56,4,1,1,1,23.435,23.904,21.26,1153
1426,"211","New",39,18,1,1,1,24.763,24.512,23.151,1050
1427,"111","New",16,2,1,1,1,22.885,21.462,21.616,1102
1428,"211","New",17,18,1,1,1,21.485,27.094,22.611,1099
1429,"111","New",10,2,1,1,1,23.227,20.664,22.737,1083
1430,"311","Old",60,17,1,1,1,22.203,21.634,23.917,1082
1431,"111","New",51,16,1,1,1,21.842,22.916,22.702,1078
1432,"111","New",9,6,1,1,1,22.979,23.514,21.369,1161
1433,"311","Old",58,3,1,1,1,24.548,22.321,25.77,1114
1434,"111","New",37,10,1,1,1,22.485,20.849,24.958,1093
1435,"211","New",22,9,1,1,1,24.447,23.702,25.525,1040
1436,"211","New",39,6,1,1,1,24.671,22.604,21.32,1186
1437,"211","New",1,22,1,1,1,27.751,22.617,22.432,1046
1438,"111","New",39,3,0,0,1,22.08,22.605,24.259,1121
1439,"311","Old",46,11,1,1,1,23.129,21.29,24.676,1097
1440,"111","New",59,13,0,0,1,20.57,15.741,23.667,1116
1441,"111","New",22,11,1,1,1,25.984,18.754,23.832,1151
1442,"211","New",42,4,0,0,1,25.162,23.056,20.561,1068
1443,"211","New",38,4,0,0,1,21.746,22.182,20.407,1141
1444,"211","New",20,12,0,0,1,21.662,24.756,23.98,1110
1445,"111","New",3,19,1,1,1,18.413,19.128,24.6,1085
1446,"111","New",47,20,1,1,1,17.828,26.111,22.702,1071
1447,"311","Old",38,10,0,0,1,22.952,23.075,22.42,1140
1448,"311","Old",38,14,1,1,1,22.3,23.848,19.476,1151
1449,"311","Old",10,9,1,1,1,24.774,21.094,24.691,1060
1450,"211","New",12,13,1,1,1,20.897,24.329,23.602,1127
1451,"111","New",43,5,0,0,1,22.824,20.859,23.711,1117
1452,"311","Old",57,21,0,0,1,23.302,25.699,21.744,1121
1453,"111","New",31,23,1,1,1,22.408,20.093,23.769,1065
1454,"111","New",45,9,1,1,1,18.031,19.956,19.122,1115
1455,"311","Old",1,4,0,0,1,23.071,22.544,25.574,1085
1456,"111","New",26,15,1,1,1,22.334,19.629,19.373,1077
1457,"111","New",15,18,1,1,1,22.962,23.969,26.151,1092
1458,"211","New",39,2,1,1,1,23.267,22.762,21.27,1070
1459,"311","Old",35,24,1,1,1,22.341,20.716,22.072,1107
1460,"211","New",34,19,1,1,1,22.772,25.075,18.231,1062
1461,"311","Old",51,4,1,1,1,23.217,26.785,23.705,1109
1462,"111","New",10,20,0,0,1,20.079,20.152,22.165,1101
1463,"311","Old",2,3,0,0,1,24.686,24.78,22.126,1104
1464,"111","New",37,1,1,1,1,17.119,21.128,22.257,1119
1465,"211","New",4,10,1,1,1,24.865,25.712,22.324,1052
1466,"311","Old",53,21,0,0,1,21.89,21.207,22.296,1129
1467,"311","Old",27,19,1,1,1,19.761,22.429,20.258,1085
1468,"211","New",20,22,1,1,1,23.076,23.959,19.947,1122
1469,"311","Old",40,6,1,1,1,22.954,25.088,24.183,1125
1470,"211","New",28,12,0,0,1,23.746,22.962,19.578,1085
1471,"111","New",54,21,1,1,1,22.169,21.487,25.857,1087
1472,"111","New",23,7,0,0,1,20.684,23.262,24.626,1215
1473,"111","New",47,17,0,0,1,15.571,20.163,22.213,1090
1474,"111","New",40,19,0,0,1,21.198,20.843,21.566,1084
1475,"111","New",23,8,1,1,1,22.908,21.213,21.845,1114
1476,"211","New",33,12,1,1,1,22.618,26.822,22.417,1043
1477,"311","Old",15,11,1,1,1,22.877,25.019,24.098,1154
1478,"311","Old",3,8,0,0,1,25.572,20.674,22.424,1125
1479,"211","New",1,17,0,0,1,21.701,23.676,21.695,1072
1480,"111","New",36,23,1,1,1,24.369,19.386,25.662,1193
1481,"311","Old",25,7,0,0,1,23.118,25.508,23.358,1085
1482,"211","New",2,6,0,0,1,24.989,26.939,25.016,1108
1483,"311","Old",13,1,1,1,1,24.599,23.547,25.11,1041
1484,"111","New",22,20,1,1,1,20.991,24.506,23.553,1162
1485,"111","New",23,3,0,0,1,21.425,20.048,20.797,1108
1486,"311","Old",7,4,0,0,1,22.955,21.901,24.277,1173
1487,"311","Old",36,2,0,0,1,22.792,22.572,19.173,1099
1488,"111","New",36,22,0,0,1,22.121,24.024,21.616,1123
1489,"211","New",25,8,0,0,1,21.849,22.778,19.664,1064
1490,"211","New",6,18,1,1,1,22.052,22.473,23.765,1119
1491,"211","New",5,5,1,1,1,23.546,23.142,23.646,1117
1492,"111","New",13,16,0,0,1,19.41,24.239,23.903,1072
1493,"211","New",25,18,1,1,1,22.362,21.618,24.768,1100
1494,"311","Old",30,10,0,0,1,21.466,21.836,22.12,1147
1495,"311","Old",44,15,1,1,1,23.68,25.75,26.047,1170
1496,"111","New",9,22,0,0,1,23.438,24.265,20.243,1107
1497,"111","New",32,3,0,0,1,23.041,19.951,22.356,1091
1498,"111","New",44,9,1,1,1,21.235,20.328,19.862,1095
1499,"111","New",59,12,1,1,1,21.35,23.388,22.148,1085
1500,"211","New",42,1,0,0,1,22.038,25.485,22.355,1087
1501,"311","Old",49,12,1,1,1,22.093,20.48,24.896,1086
1502,"211","New",17,5,1,1,1,24.972,23.389,20.001,1156
1503,"311","Old",3,18,1,1,1,22.909,21.165,23.876,1086
1504,"211","New",32,16,1,1,1,24.315,21.282,24.03,1125
1505,"211","New",54,11,1,1,1,22.07,18.958,20.579,1098
1506,"111","New",47,18,0,0,1,19.165,23.009,21.791,1142
1507,"111","New",5,15,1,1,1,20.278,22.183,21.009,1117
1508,"311","Old",4,7,1,1,1,23.106,25.765,24.236,1100
1509,"211","New",7,18,1,1,1,22.221,20.385,26.519,1103
1510,"211","New",12,19,0,0,1,24.788,26.976,22.198,1084
1511,"111","New",47,3,0,0,1,14.219,24.259,19.047,1133
1512,"311","Old",14,16,1,1,1,24.748,27.095,22.535,1095
1513,"211","New",22,7,1,1,1,22.759,25.489,21.811,1069
1514,"211","New",7,1,1,1,1,21.506,23.077,23.494,1108
1515,"111","New",8,3,1,1,1,20.258,25.982,24.798,1095
1516,"111","New",53,10,0,0,1,19.484,20.946,20.701,1116
1517,"311","Old",4,18,1,1,1,20.884,21.025,23.323,1075
1518,"111","New",38,15,1,1,1,20.146,25.014,19.392,1069
1519,"211","New",17,3,1,1,1,22.455,23.726,20.269,1139
1520,"111","New",5,4,1,1,1,18.713,20.772,19.001,1052
1521,"311","Old",13,20,0,0,1,25.3,24.052,20.635,1102
1522,"211","New",41,19,1,1,1,22.685,23.808,22.937,1137
1523,"211","New",57,1,0,0,1,26.332,23.953,25.019,1093
1524,"211","New",13,11,0,0,1,21.753,25.54,22.024,1103
1525,"111","New",30,18,1,1,1,22.785,21.341,21.388,1101
1526,"211","New",3,23,1,1,1,22.512,19.931,24.458,1117
1527,"311","Old",53,1,1,1,1,22.163,24.264,21.333,1075
1528,"311","Old",2,6,0,0,1,22.761,19.181,27.171,1178
1529,"211","New",44,2,0,0,1,22.14,23.199,24.518,1098
1530,"211","New",48,1,0,0,1,21.236,24.277,20.992,1048
1531,"111","New",39,21,0,0,1,23.452,20.232,23.773,1075
1532,"211","New",29,8,1,1,1,22.958,24.821,23.308,1138
1533,"311","Old",22,16,1,1,1,24.254,24.404,22.529,1121
1534,"211","New",59,11,0,0,1,24.625,21.94,23.211,1110
1535,"111","New",4,1,0,0,1,20.731,22.378,22.708,1062
1536,"311","Old",59,6,0,0,1,23.035,21.631,22.442,1065
1537,"111","New",22,10,1,1,1,23.406,22.844,26.036,1115
1538,"311","Old",3,1,1,1,1,21.724,22.058,25.208,1108
1539,"211","New",35,1,0,0,1,22.188,21.408,23.89,1144
1540,"311","Old",50,18,1,1,1,23.729,22.109,21.924,1110
1541,"311","Old",22,22,0,0,1,22.561,23.843,21.021,1119
1542,"111","New",49,22,1,1,1,24.661,21.203,21.904,1116
1543,"211","New",35,21,1,1,1,20.453,25.893,23.604,1141
1544,"211","New",53,21,1,1,1,21.311,21.931,22.537,1046
1545,"211","New",42,12,1,1,1,19.374,19.519,20.009,1112
1546,"111","New",59,20,0,0,1,19.289,23.387,21.323,1086
1547,"111","New",43,10,1,1,1,22.424,18.956,24.808,1099
1548,"211","New",19,2,1,1,1,23.232,22.727,20.972,1066
1549,"311","Old",10,4,0,0,1,23.499,23.181,22.298,1080
1550,"211","New",17,24,0,0,1,27.011,21.82,24.697,1132
1551,"111","New",55,5,0,0,1,25.319,23.453,22.68,1125
1552,"111","New",12,16,1,1,1,22.864,24.038,22.876,1070
1553,"111","New",20,18,0,0,1,19.621,19.093,24.238,1097
1554,"111","New",13,14,0,0,1,21.336,17.191,22.55,1096
1555,"211","New",51,13,1,1,1,23.029,23.323,25.663,1122
1556,"311","Old",10,18,1,1,1,23.843,21.89,24.444,1084
1557,"111","New",13,11,1,1,1,23.583,20.995,21.881,1098
1558,"311","Old",53,14,1,1,1,24.513,23.473,22.755,1126
1559,"311","Old",23,6,0,0,1,21.627,23.123,22.276,1156
1560,"211","New",26,11,0,0,1,23.107,23.066,20.768,1107
1561,"211","New",40,22,0,0,1,22.799,24.231,21.311,1096
1562,"311","Old",33,5,0,0,1,24.515,22.756,25.557,1035
1563,"311","Old",40,2,0,0,1,22.422,27.307,19.57,1105
1564,"311","Old",13,3,0,0,1,23.8,23.531,21.089,1133
1565,"311","Old",9,21,0,0,1,24.586,23.179,25.287,1068
1566,"311","Old",56,9,0,0,1,23.448,23.129,24.392,1093
1567,"211","New",40,19,0,0,1,18.328,22.702,23.574,1116
1568,"111","New",20,9,1,1,1,18.854,24.234,25.107,1090
1569,"211","New",17,15,0,0,1,21.32,20.781,25.153,1142
1570,"211","New",30,20,1,1,1,25.366,24.628,22.763,1057
1571,"311","Old",57,5,0,0,1,24.074,25.41,20.892,1093
1572,"111","New",10,11,1,1,1,18.075,23.346,24.445,1124
1573,"311","Old",51,13,1,1,1,22.059,21.505,20.398,1101
1574,"211","New",20,8,1,1,1,22.721,24.815,25.872,1125
1575,"111","New",37,15,0,0,1,20.379,22.832,23.954,1142
1576,"211","New",26,3,1,1,1,22.833,26.115,19.835,1116
1577,"111","New",8,12,1,1,1,22.968,23.526,23.836,1174
1578,"211","New",32,23,0,0,1,23.884,22.098,19.933,1122
1579,"311","Old",22,23,0,0,1,26.105,25.442,25.122,1122
1580,"111","New",7,15,1,1,1,22.662,21.918,22.797,1084
1581,"111","New",17,3,1,1,1,22.872,22.086,20.155,1092
1582,"211","New",12,10,1,1,1,22.447,24.105,23.631,1125
1583,"211","New",56,5,0,0,1,23.331,20.098,24.073,1090
1584,"311","Old",35,1,1,1,1,21.596,26.709,23.049,1101
1585,"211","New",55,15,0,0,1,25.007,20.366,24.227,1073
1586,"211","New",59,19,0,0,1,20.01,21.45,24.863,1160
1587,"211","New",50,15,1,1,1,23.174,20.062,23.239,1063
1588,"211","New",41,10,1,1,1,23.787,25.877,23.04,1076
1589,"211","New",18,8,1,1,1,21.169,21.491,23.578,1083
1590,"211","New",8,13,0,0,1,17.98,27.362,21.761,1114
1591,"211","New",22,13,0,0,1,22.179,25.627,25.498,1110
1592,"211","New",38,6,1,1,1,26.747,22.107,22.339,1079
1593,"111","New",4,15,1,1,1,22.044,22.279,22.599,1107
1594,"211","New",36,23,1,1,1,22.339,21.463,23.269,1088
1595,"311","Old",54,24,1,1,1,18.72,26.853,25.005,1079
1596,"211","New",25,11,1,1,1,19.604,24.284,24.836,1148
1597,"211","New",13,7,1,1,1,24.843,22.315,23.81,1067
1598,"111","New",21,10,1,1,1,17.822,21.679,19.435,1059
1599,"311","Old",17,19,1,1,1,22.349,21.44,26.101,1089
1600,"111","New",4,2,0,0,1,18.978,21.814,22.632,1110
1601,"111","New",23,21,1,1,1,22.518,19.173,26.147,1162
1602,"111","New",34,2,0,0,1,20.246,23.897,20.808,1088
1603,"211","New",53,11,0,0,1,21.652,24.943,21.262,1116
1604,"111","New",36,18,1,1,1,18.382,21.033,24.381,1152
1605,"311","Old",19,22,1,1,1,23.162,23.78,23.515,994
1606,"211","New",55,20,1,1,1,21.503,24.937,28.169,1052
1607,"311","Old",60,10,0,0,1,21.171,22.536,22.446,1115
1608,"211","New",27,11,0,0,1,20.977,20.804,22.52,1084
1609,"111","New",53,24,1,1,1,21.38,20.43,24.571,1091
1610,"311","Old",57,8,1,1,1,22.343,22.427,21.969,1103
1611,"211","New",46,5,0,0,1,22.19,21.796,19.405,1139
1612,"111","New",18,2,1,1,1,22.401,21.47,20.996,1101
1613,"111","New",44,21,1,1,1,18.265,21.995,23.038,1161
1614,"111","New",52,1,1,1,1,20.344,21.645,23.96,1140
1615,"211","New",47,15,1,1,1,23.448,20.32,23.099,1114
1616,"111","New",27,12,1,1,1,26.694,17.985,24.812,1100
1617,"111","New",28,6,0,0,1,23.808,24.099,28.02,1145
1618,"211","New",11,3,0,0,1,22.326,26.493,23.218,1128
1619,"111","New",14,18,0,0,1,20.244,19.439,24.739,1058
1620,"311","Old",25,18,1,1,1,24.884,24.263,21.565,1093
1621,"311","Old",54,22,1,1,1,22.071,23.368,20.999,1091
1622,"311","Old",25,12,0,0,1,22.106,24.09,20.529,1100
1623,"111","New",13,4,1,1,1,21.506,21.995,23.687,1148
1624,"311","Old",18,11,0,0,1,22.446,24.462,22.799,1113
1625,"111","New",6,23,1,1,1,20.767,20.068,24.13,1137
1626,"311","Old",29,22,0,0,1,21.954,20.877,23.016,1068
1627,"111","New",26,23,0,0,1,22.951,22.648,22.89,1143
1628,"111","New",33,4,1,1,1,21.103,22.909,20.328,1155
1629,"311","Old",52,12,1,1,1,25.887,21.865,25.753,1138
1630,"111","New",29,3,1,1,1,19.413,20.381,24.254,1049
1631,"211","New",21,1,1,1,1,20.181,22.72,23.618,1056
1632,"111","New",19,8,1,1,1,21.758,22.052,24.414,1127
1633,"211","New",42,5,1,1,1,23.519,24.773,24.3,1109
1634,"111","New",28,15,0,0,1,24.194,21.508,23.068,1158
1635,"111","New",33,5,0,0,1,25.316,19.235,21.794,1093
1636,"111","New",1,12,0,0,1,22.084,23.584,24.426,1147
1637,"211","New",5,20,1,1,1,18.177,20.854,22.854,1137
1638,"311","Old",14,4,0,0,1,21.952,21.133,27.22,1105
1639,"211","New",40,14,1,1,1,21.075,22.949,22.07,1155
1640,"311","Old",14,18,0,0,1,20.514,21.49,25.307,1075
1641,"311","Old",50,23,1,1,1,21.317,20.212,21.644,1098
1642,"311","Old",23,14,0,0,1,24.665,19.067,20.509,1108
1643,"111","New",11,7,1,1,1,20.222,23.056,22.062,1142
1644,"211","New",60,16,0,0,1,22.041,23.122,24.894,1124
1645,"111","New",24,13,1,1,1,22.64,22.809,22.078,1090
1646,"111","New",1,4,0,0,1,22.105,20.485,20.691,1084
1647,"111","New",7,11,1,1,1,22.174,17.458,25.554,1091
1648,"311","Old",53,6,1,1,1,20.977,25.747,23.018,1106
1649,"111","New",47,15,0,0,1,23.525,22.62,21.381,1079
1650,"111","New",16,11,0,0,1,25.977,21.569,24.003,1087
1651,"311","Old",4,21,0,0,1,22.989,22.929,21.048,1108
1652,"211","New",22,18,1,1,1,19.838,25.573,21.277,1089
1653,"111","New",38,4,1,1,1,19.961,24.137,26.323,1126
1654,"111","New",50,16,1,1,1,21.235,25.206,24.39,1081
1655,"111","New",8,5,1,1,1,16.456,22.859,21.577,1106
1656,"311","Old",43,15,0,0,1,20.142,24.533,22.563,1169
1657,"311","Old",13,12,1,1,1,25.517,20.546,22.224,1094
1658,"211","New",18,5,1,1,1,22.714,21.769,19.636,1071
1659,"211","New",44,10,1,1,1,23.92,24.548,22.031,1144
1660,"111","New",45,6,0,0,1,20.887,22.5,24.415,1093
1661,"111","New",51,11,0,0,1,22.281,23.804,22.096,1090
1662,"311","Old",60,14,1,1,1,19.206,22.657,23.619,1110
1663,"111","New",35,9,0,0,1,21.107,21.853,23.843,1100
1664,"311","Old",42,2,1,1,1,22.594,22.459,24.17,1126
1665,"311","Old",15,3,1,1,1,23.921,21.676,22.912,1094
1666,"111","New",27,19,1,1,1,21.33,22.97,24.957,1118
1667,"311","Old",31,15,1,1,1,19.855,21.132,23.127,1084
1668,"111","New",2,2,1,1,1,22.823,19.372,24.228,1123
1669,"211","New",19,23,1,1,1,23.44,21.249,27.86,1042
1670,"311","Old",36,19,1,1,1,22.632,25.767,21.88,1115
1671,"211","New",25,24,1,1,1,25.15,24.426,21.785,1092
1672,"211","New",15,20,0,0,1,20.404,23.333,27.216,1121
1673,"311","Old",28,23,1,1,1,25.241,25.123,24.481,1087
1674,"111","New",46,9,0,0,1,20.279,21.292,22.134,1098
1675,"211","New",17,17,0,0,1,24.333,21.699,21.359,1150
1676,"111","New",48,16,1,1,1,19.096,22.248,23.095,1136
1677,"311","Old",45,8,1,1,1,25.446,24.285,23.077,1126
1678,"111","New",60,6,0,0,1,22.81,20.914,19.154,1112
1679,"311","Old",34,24,0,0,1,23.37,22.535,18.749,1138
1680,"211","New",48,18,1,1,1,22.002,22.736,26.747,1034
1681,"211","New",5,2,0,0,1,20.788,23.576,23.846,1095
1682,"311","Old",26,14,0,0,1,21.396,22.05,21.39,1110
1683,"311","Old",29,9,1,1,1,19.78,23.022,21.179,1044
1684,"311","Old",20,8,0,0,1,21.386,21.15,24.559,1137
1685,"311","Old",7,18,1,1,1,21.644,24.277,23.04,1129
1686,"311","Old",47,14,0,0,1,20.824,21.277,25.872,1061
1687,"211","New",10,5,0,0,1,20.758,24.158,23.162,1105
1688,"211","New",56,2,0,0,1,23.477,23.256,20.741,1106
1689,"111","New",23,16,1,1,1,23.527,21.097,22.026,1081
1690,"211","New",51,23,0,0,1,24.037,24.409,20.804,1083
1691,"211","New",49,12,1,1,1,24.998,23.719,23.012,1111
1692,"111","New",12,9,0,0,1,21.683,21.303,20.05,1084
1693,"311","Old",38,18,0,0,1,21.927,23.698,22.639,1127
1694,"111","New",2,13,1,1,1,20.672,22.587,22.353,1120
1695,"211","New",6,3,1,1,1,24.944,24.309,21.798,1059
1696,"311","Old",42,22,1,1,1,21.95,21.684,21.882,1066
1697,"211","New",2,3,1,1,1,25.385,25.411,22.309,1167
1698,"111","New",56,10,0,0,1,19.652,19.445,20.664,1077
1699,"111","New",36,4,1,1,1,24.04,18.589,21.815,1144
1700,"311","Old",11,8,1,1,1,20.222,23.457,21.786,1090
1701,"111","New",47,5,1,1,1,25.864,19.58,23.368,1106
1702,"211","New",25,19,1,1,1,20.729,25.702,21.581,1078
1703,"111","New",42,18,0,0,1,21.582,25.927,21.939,1080
1704,"311","Old",49,6,0,0,1,23.281,24.97,24.544,1105
1705,"211","New",14,14,1,1,1,22.255,21.013,23.486,1115
1706,"111","New",20,1,0,0,1,24.063,22.455,23.268,1164
1707,"311","Old",41,10,1,1,1,23.515,21.578,20.58,1088
1708,"111","New",47,16,1,1,1,22.075,20.531,25.32,1137
1709,"111","New",8,18,0,0,1,21.341,20.523,21.477,1084
1710,"211","New",43,10,1,1,1,20.678,19.111,24.498,1134
1711,"211","New",36,1,1,1,1,23.243,23.962,24.471,1081
1712,"111","New",12,21,0,0,1,23.386,18.22,23.583,1113
1713,"211","New",51,12,0,0,1,22.999,22.026,23.668,1069
